Totem,Correct Side,User Side,React Time,React Answer
pic14.jpg,L,R,3556,Incorrect
pic7r.jpg,R,R,392,Correct
npic8.jpg,L,L,235,Correct
pic6r.jpg,L,R,18,Incorrect
pic17r.jpg,R,R,52,Correct
npic1r.jpg,L,L,434,Correct
pic19r.jpg,L,L,99,Correct
pic12r.jpg,L,L,103,Correct
npic8r.jpg,R,L,203,Incorrect
pic13r.jpg,L,L,202,Correct
pic12.jpg,R,L,238,Incorrect
pic12r.jpg,R,L,105,Incorrect
npic3.jpg,R,R,1676,Correct
pic16r.jpg,L,R,96,Incorrect
npic6r.jpg,L,R,38,Incorrect
