Totem,Correct Side,User Side,React Time,React Answer
pic18r.jpg,L,R,49,Incorrect
npic10r.jpg,R,R,287,Correct
npic6r.jpg,L,R,24,Incorrect
pic20r.jpg,R,R,15,Correct
pic11r.jpg,R,R,230,Correct
npic6r.jpg,R,R,127,Correct
pic8.jpg,L,R,4,Incorrect
pic3.jpg,R,R,14,Correct
pic15r.jpg,L,R,165,Incorrect
pic17r.jpg,L,R,147,Incorrect
