Totem,Correct Side,User Side,React Time,React Answer
npic1.jpg,L,L,453,Correct
npic6r.jpg,L,L,391,Correct
pic19.jpg,R,R,331,Correct
pic17r.jpg,R,R,424,Correct
pic5.jpg,L,L,626,Correct
pic2.jpg,L,L,423,Correct
npic4r.jpg,R,R,380,Correct
pic4r.jpg,R,R,326,Correct
pic1r.jpg,R,R,393,Correct
pic8r.jpg,L,L,306,Correct
